tweet_id,retweet_count,favourite_count
853299958564483072,3340,14789
852936405516943360,1864,0
852912242202992640,1694,8610
852672615818899456,2040,14265
852553447878664193,3273,15549
852311364735569921,9371,31686
852226086759018497,6472,19149
852189679701164033,1500,10991
851861385021730816,19,0
851591660324737024,3276,15600
851464819735769094,6689,23253
851224888060895234,5447,19858
850753642995093505,8573,29494
850380195714523136,2462,12595
850333567704068097,310,3316
850145622816686080,3591,15683
850019790995546112,4615,19622
849776966551130114,7184,29195
849668094696017920,4710,0
849412302885593088,2983,15274
849336543269576704,1795,10992
849051919805034497,8021,40740
848690551926992896,4110,24284
848324959059550208,4397,23828
848213670039564288,680,7871
848212111729840128,2872,15721
847978865427394560,3103,0
847971574464610304,419,0
847962785489326080,4825,22685
847842811428974592,1258,5231
847617282490613760,390,6742
847606175596138505,3261,18128
847251039262605312,4117,19792
847157206088847362,5572,19160
847116187444137987,3038,20746
846874817362120707,3738,19392
846514051647705089,10999,43045
846505985330044928,2927,13649
846153765933735936,8621,30508
846139713627017216,9621,30011
846042936437604353,2734,15456
845812042753855489,8285,28241
845677943972139009,4603,24402
845397057150107648,1701,7369
845306882940190720,5143,22584
845098359547420673,7320,0
844979544864018432,2434,13215
844973813909606400,3038,14565
844580511645339650,2976,15946
844223788422217728,2085,13241
843981021012017153,2833,14732
843856843873095681,4411,20824
843604394117681152,2619,16399
843235543001513987,5748,20870
842846295480000512,3487,14861
842765311967449089,1210,6529
842535590457499648,3371,17620
842163532590374912,5535,23733
842115215311396866,2897,13580
841833993020538882,14403,0
841680585030541313,7526,25066
841439858740625411,3525,12283
841320156043304961,5306,19254
841314665196081154,4461,15407
841077006473256960,5106,22237
840761248237133825,1691,0
840728873075638272,15418,0
840698636975636481,2,171
840696689258311684,933,11952
840632337062862849,1691,8749
840370681858686976,4383,15995
840268004936019968,5519,18741
839990271299457024,2189,13091
839549326359670784,7474,26732
839290600511926273,139,0
839239871831150596,6281,26408
838952994649550848,3858,19153
838921590096166913,1965,10864
838916489579200512,33,0
838831947270979586,10627,0
838561493054533637,1283,10708
838476387338051585,4581,21923
838201503651401729,9688,0
838150277551247360,317,1624
838085839343206401,1,137
838083903487373313,3004,17200
837820167694528512,7572,33249
837482249356513284,427,3767
837471256429613056,2182,12506
837110210464448512,2286,15657
836989968035819520,2228,12464
836753516572119041,4495,18917
836677758902222849,2153,12350
836648853927522308,534,0
836397794269200385,26603,0
836380477523124226,2895,14455
836260088725786625,4172,20857
836001077879255040,4129,18656
835685285446955009,7869,0
835574547218894849,3498,17424
835536468978302976,1634,0
835309094223372289,20287,0
835297930240217089,2903,16133
835264098648616962,1634,7557
835246439529840640,71,2056
835172783151792128,5583,25595
835152434251116546,2905,21875
834931633769889797,1575,10569
834786237630337024,5355,20978
834574053763584002,2442,13372
834477809192075265,10320,0
834458053273591808,1624,9437
834209720923721728,4602,20106
834167344700198914,3551,15510
834089966724603904,2069,9828
834086379323871233,2142,12804
833863086058651648,2335,13179
833826103416520705,3662,17734
833732339549220864,213,0
833722901757046785,3139,20430
833479644947025920,1981,14580
833124694597443584,4710,19799
832998151111966721,2126,12997
832769181346996225,38,0
832757312314028032,3511,16537
832682457690300417,2829,11637
832645525019123713,519,2871
832636094638288896,2701,15571
832397543355072512,2149,11757
832369877331693569,3103,16837
832273440279240704,2266,11128
832215909146226688,6039,0
832215726631055365,9056,0
832088576586297345,2,61
832040443403784192,9308,0
832032802820481025,4536,17521
831939777352105988,5967,23507
831926988323639298,34,330
831911600680497154,6315,27026
831670449226514432,1767,10246
831650051525054464,1864,6981
831552930092285952,2261,8803
831322785565769729,1509,9110
831315979191906304,1089,6417
831309418084069378,2399,11561
831262627380748289,1985,11685
830956169170665475,1454,7849
830583320585068544,16291,65514
830173239259324417,5520,0
830097400375152640,2854,9609
829878982036299777,4871,0
829861396166877184,1882,12038
829501995190984704,10320,31157
829449946868879360,1956,10287
829141528400556032,7142,23942
829011960981237760,15926,52327
828801551087042563,3331,0
828770345708580865,5701,25139
828708714936930305,10901,35838
828650029636317184,1297,9344
828409743546925057,1132,6244
828408677031882754,1249,7553
828381636999917570,2167,12385
828376505180889089,1042,7262
828372645993398273,2857,12378
828361771580813312,170,2148
828046555563323392,2800,11563
828011680017821696,2100,10183
827933404142436356,5112,19719
827653905312006145,2946,15244
827600520311402496,916,7354
827324948884643840,2954,15566
827199976799354881,2172,10399
826958653328592898,4871,21221
826848821049180160,9895,35648
826615380357632002,3886,0
826598799820865537,242,5046
826598365270007810,2284,9854
826476773533745153,4086,18112
826240494070030336,2550,13071
826204788643753985,902,4800
826115272272650244,3031,15393
825876512159186944,1818,10318
825829644528148480,2436,12542
825535076884762624,17193,56033
825147591692263424,4428,18021
825120256414846976,1215,0
825026590719483904,1215,6191
824796380199809024,5383,0
824775126675836928,3424,14695
824663926340194305,1730,10384
824325613288833024,10352,11660
824297048279236611,3771,14832
824025158776213504,588,4757
823939628516474880,2649,10471
823719002937630720,10932,0
823699002998870016,2467,13785
823581115634085888,2571,12826
823333489516937216,22,693
823322678127919110,3929,15518
823269594223824897,9661,0
822975315408461824,3373,17094
822872901745569793,42210,129536
822859134160621569,2222,13069
822647212903690241,6264,0
822610361945911296,2890,14614
822489057087389700,6264,17874
822462944365645825,13943,27516
822244816520155136,9661,34506
822163064745328640,4653,0
821886076407029760,2257,11176
821813639212650496,3303,0
821765923262631936,1624,8306
821522889702862852,1714,7942
821421320206483457,5447,0
821407182352777218,4237,11598
821153421864615936,10,252
821149554670182400,1923,8516
821107785811234820,2089,9481
821044531881721856,2227,12518
820837357901512704,6593,0
820749716845686786,9688,31156
820690176645140481,3168,12081
820494788566847489,553,0
820446719150292993,2520,0
820314633777061888,553,3309
820078625395449857,6167,19555
820013781606658049,1152,0
819952236453363712,1152,5265
819924195358416896,4798,12786
819711362133872643,3057,13214
819588359383371776,1963,9545
819347104292290561,1177,7133
819238181065359361,401,2238
819227688460238848,6593,22806
819015337530290176,36318,0
819015331746349057,18691,0
819006400881917954,18691,44826
819004803107983360,36318,86006
818646164899774465,20599,0
818627210458333184,7423,22162
818614493328580609,2492,9727
818588835076603904,6009,0
818536468981415936,2401,10746
818307523543449600,7915,0
818259473185828864,2207,10885
818145370475810820,2510,12136
817908911860748288,787,4803
817827839487737858,26603,51002
817777686764523521,2638,10641
817536400337801217,2902,11648
817502432452313088,3338,0
817423860136083457,14403,33372
817415592588222464,932,5539
817181837579653120,8319,0
817171292965273600,1989,8680
817120970343411712,2556,12092
817056546584727552,1615,8490
816829038950027264,4634,0
816816676327063552,2007,9909
816697700272001025,2150,9679
816450570814898180,7915,30049
816336735214911488,1915,8514
816091915477250048,2094,8840
816062466425819140,999,0
816014286006976512,5167,0
815990720817401858,999,4887
815966073409433600,8319,22155
815745968457060357,4063,0
815736392542261248,2228,9746
815639385530101762,1625,8137
815390420867969024,3755,10268
814986499976527872,1257,7572
814638523311648768,2657,11156
814578408554463233,5751,0
814530161257443328,1836,8549
814153002265309185,8543,28477
813944609378369540,3138,0
813910438903693312,1834,9230
813812741911748608,13768,36100
813800681631023104,1731,8248
813217897535406080,7189,18485
813202720496779264,1795,9162
813187593374461952,4293,19679
813172488309972993,1902,9185
813157409116065792,2174,7705
813142292504645637,2357,8422
813130366689148928,440,4450
813127251579564032,3070,11711
813112105746448384,2700,10224
813096984823349248,3589,10498
813081950185472002,2755,9827
813066809284972545,1923,7875
813051746834595840,7273,20796
812781120811126785,1881,7494
812709060537683968,1424,6570
812503143955202048,1200,6004
812466873996607488,1911,7914
812372279581671427,3621,13557
811985624773361665,1384,7226
811744202451197953,1567,7484
811647686436880384,727,5564
811627233043480576,3033,12658
811386762094317568,6305,20762
810984652412424192,1417,5288
810896069567610880,1745,8935
810657578271330305,2607,10883
810284430598270976,11094,34926
810254108431155201,3331,14579
809920764300447744,3886,15450
809808892968534016,4836,0
809448704142938112,1442,6896
809220051211603969,5520,19767
809084759137812480,3493,13135
808838249661788160,2999,10048
808733504066486276,2138,7845
808501579447930884,2578,11232
808344865868283904,20599,42223
808134635716833280,5842,0
808106460588765185,2189,8753
808001312164028416,3500,12453
807621403335917568,3573,14488
807106840509214720,54710,117243
807059379405148160,7252,0
807010152071229440,3829,13005
806629075125202948,34190,74016
806620845233815552,5469,0
806576416489959424,1941,4872
806542213899489280,2335,10151
806242860592926720,11501,0
806219024703037440,1184,6408
805958939288408065,5305,0
805932879469572096,1904,8245
805826884734976000,1798,6518
805823200554876929,7928,0
805520635690676224,1643,5723
805487436403003392,2495,8747
805207613751304193,1699,7810
804738756058218496,3784,13613
804475857670639616,1990,6098
804413760345620481,3196,0
804026241225523202,15917,44116
803773340896923648,2710,9987
803692223237865472,7351,0
803638050916102144,4105,10868
803380650405482500,1858,7720
803321560782307329,5266,0
803276597545603072,2430,9963
802952499103731712,1975,8962
802624713319034886,2877,0
802600418706604034,1447,7059
802572683846291456,2482,8893
802323869084381190,5772,16071
802265048156610565,1363,6884
802239329049477120,2597,9027
802185808107208704,270,0
801958328846974976,1710,7705
801854953262350336,235,1782
801538201127157760,2044,8190
801285448605831168,808,6013
801167903437357056,5842,24295
801127390143516673,3914,0
801115127852503040,2082,8024
800859414831898624,97,684
800855607700029440,1593,0
800751577355128832,2769,10522
800513324630806528,2961,13052
800459316964663297,2154,9455
800443802682937345,4281,0
800388270626521089,2779,11101
800188575492947969,3899,0
800141422401830912,2520,15193
800018252395122689,13010,28157
799774291445383169,4629,0
799757965289017345,2143,8341
799422933579902976,1909,8024
799308762079035393,5404,0
799297110730567681,2721,9815
799063482566066176,2457,8036
798933969379225600,4402,12992
798925684722855936,1429,7473
798705661114773508,6579,0
798701998996647937,7691,0
798697898615730177,6465,0
798694562394996736,4896,0
798686750113755136,2309,0
798682547630837760,4698,0
798673117451325440,5503,0
798665375516884993,3876,0
798644042770751489,1834,0
798628517273620480,1962,0
798585098161549313,5623,0
798576900688019456,5779,0
798340744599797760,3292,0
798209839306514432,2529,10357
797971864723324932,3077,11513
797545162159308800,4824,14469
797236660651966464,6497,19793
797165961484890113,26,223
796904159865868288,8842,0
796865951799083009,1898,7632
796759840936919040,3003,11730
796563435802726400,7164,0
796484825502875648,1736,7529
796387464403357696,4095,10928
796177847564038144,14123,0
796149749086875649,14123,32014
796125600683540480,1785,4942
796116448414461957,2391,9040
796080075804475393,2281,8406
796031486298386433,3682,10733
795464331001561088,23332,49203
795400264262053889,2835,9976
795076730285391872,5383,16088
794983741416415232,3343,0
794926597468000259,2294,10162
794355576146903043,10172,0
794332329137291264,2654,9542
794205286408003585,3286,9185
793962221541933056,4836,16717
793845145112371200,1832,9165
793614319594401792,3098,0
793601777308463104,1598,7931
793500921481273345,2353,10608
793286476301799424,9056,24432
793271401113350145,2369,8640
793256262322548741,8254,19870
793241302385262592,3258,10453
793226087023144960,2849,9762
793210959003287553,2765,8873
793195938047070209,5564,15152
793180763617361921,1981,6893
793165685325201412,2754,9323
793150605191548928,1684,6140
793135492858580992,2471,6361
793120401413079041,3884,12563
792913359805018113,3932,14214
792883833364439040,4231,11228
792773781206999040,1655,7313
792394556390137856,4258,13321
792050063153438720,1768,7098
791821351946420224,20866,0
791784077045166082,9464,0
791780927877898241,3776,0
791774931465953280,21931,44784
791672322847637504,3098,11670
791406955684368384,4063,13067
791312159183634433,2503,8694
791026214425268224,4045,0
790987426131050500,2108,9763
790946055508652032,4634,16567
790723298204217344,2282,0
790698755171364864,1901,8160
790581949425475584,7047,20528
790337589677002753,1864,7771
790277117346975746,3138,12473
790227638568808452,3522,0
789986466051088384,2282,9192
771171053431250945,7272,0
771136648247640064,2856,9004
771102124360998913,1404,6137
771014301343748096,1617,6765
770787852854652928,1178,4852
770772759874076672,1389,5103
770655142660169732,1738,7229
770414278348247044,2051,6232
770293558247038976,1432,6116
770093767776997377,2975,0
770069151037685760,2249,7472
769940425801170949,9308,30739
769695466921623552,1644,6320
769335591808995329,7560,0
769212283578875904,1675,5300
768970937022709760,6353,14077
768909767477751808,2606,0
768855141948723200,867,4108
768609597686943744,1169,4051
768596291618299904,1248,4956
768554158521745409,5694,0
768473857036525572,3329,13393
768193404517830656,3463,10687
767884188863397888,1349,4668
767754930266464257,5266,15734
767500508068192258,2288,7384
767191397493538821,3670,12091
767122157629476866,2796,10006
766864461642756096,5495,0
766793450729734144,1330,4965
766714921925144576,366,2570
766693177336135680,775,3945
766423258543644672,1539,5892
766313316352462849,1842,6674
766078092750233600,2559,0
766069199026450432,832,4149
766008592277377025,487,3685
765719909049503744,2110,7107
765669560888528897,1204,5100
765395769549590528,3313,26202
765371061932261376,2118,6932
765222098633691136,3306,11429
764857477905154048,1736,6343
764259802650378240,1469,5911
763956972077010945,53,749
763837565564780549,4045,12320
763183847194451968,1437,5285
763167063695355904,2930,0
763103485927849985,2254,7244
762699858130116608,3522,11894
762471784394268675,6243,11008
762464539388485633,4060,10111
762316489655476224,1084,4709
762035686371364864,15159,31236
761976711479193600,1951,5300
761750502866649088,3816,0
761745352076779520,840,4198
761672994376806400,28349,48463
761599872357261312,1162,4055
761371037149827077,17630,0
761334018830917632,1424,5094
761292947749015552,1059,4399
761227390836215808,1522,5232
761004547850530816,3391,11129
760893934457552897,945,3745
760656994973933572,1855,6459
760641137271070720,1263,4884
760539183865880579,3529,7422
760521673607086080,1361,4132
760290219849637889,11187,26271
760252756032651264,848,3875
760190180481531904,1749,5580
760153949710192640,30,0
759943073749200896,2025,5820
759923798737051648,5495,14409
759846353224826880,1915,6601
759793422261743616,1854,5833
759557299618865152,1160,4589
759447681597108224,2395,8326
759446261539934208,470,1641
759197388317847553,1897,5954
759159934323924993,1128,0
759099523532779520,4043,14219
759047813560868866,1951,6359
758854675097526272,878,3482
758828659922702336,3754,10993
758740312047005698,1578,5623
758474966123810816,973,3720
758467244762497024,2160,4699
758405701903519748,1857,5097
758355060040593408,1034,3316
758099635764359168,9701,18640
758041019896193024,364,2644
757741869644341248,3167,6730
757729163776290825,7676,0
757725642876129280,1181,4455
757611664640446465,1068,4472
757597904299253760,292,0
757596066325864448,1028,4237
757400162377592832,6653,14816
757393109802180609,1688,5681
757354760399941633,1382,4425
756998049151549440,1927,6144
756939218950160384,1944,6494
756651752796094464,1258,4934
756526248105566208,3483,10189
756303284449767430,1078,3851
756288534030475264,17210,43093
756275833623502848,1494,6262
755955933503782912,2797,7138
755206590534418437,5200,16095
755110668769038337,10798,20731
754874841593970688,7675,0
754856583969079297,2444,6743
754747087846248448,501,2533
754482103782404096,1900,5168
754449512966619136,717,3661
754120377874386944,2286,7727
753655901052166144,2120,5715
753420520834629632,3451,7714
753398408988139520,1855,5617
753375668877008896,2259,7466
753298634498793472,5521,0
753294487569522689,1012,3283
753039830821511168,20287,36294
753026973505581056,935,3832
752932432744185856,6670,12330
752917284578922496,1527,6783
752701944171524096,2778,0
752682090207055872,1548,5870
752660715232722944,1509,4278
752568224206688256,2210,5362
752519690950500352,3351,7203
752334515931054080,1068,3738
752309394570878976,15722,0
752173152931807232,1773,5821
751950017322246144,886,2996
751937170840121344,1274,5068
751830394383790080,1886,5690
751793661361422336,2815,5687
751598357617971201,2954,7755
751583847268179968,1067,4288
751538714308972544,1224,4924
751456908746354688,977,3147
751251247299190784,5711,12233
751205363882532864,1758,6167
751132876104687617,1263,4941
750868782890057730,1319,4662
750719632563142656,4864,12865
750506206503038976,1120,4347
750429297815552001,4143,12865
750383411068534784,1113,4448
750381685133418496,26,682
750147208377409536,931,3027
750132105863102464,1253,3523
750117059602808832,1271,4235
750101899009982464,817,2968
750086836815486976,516,2120
750071704093859840,3218,7648
750056684286914561,871,3084
750041628174217216,592,3093
750026558547456000,763,2654
750011400160841729,876,3155
749996283729883136,797,2983
749981277374128128,2393,4990
749774190421639168,1283,4561
749417653287129088,1592,5951
749403093750648834,514,2545
749395845976588288,3329,8354
749317047558017024,2175,5363
749075273010798592,2014,5616
749064354620928000,1480,4684
749036806121881602,769,3020
748977405889503236,3287,10509
748932637671223296,2178,5660
748705597323898880,922,2708
748699167502000129,1536,4633
748692773788876800,1297,4143
748575535303884801,1924,5916
748568946752774144,650,2152
748346686624440324,1193,5091
748337862848962560,3980,7423
748324050481647620,729,3595
748307329658011649,693,3597
748220828303695873,7530,13778
747963614829678593,2080,5637
747933425676525569,2470,6442
747885874273214464,938,2855
747844099428986880,722,2743
747816857231626240,1126,4716
747651430853525504,148,1337
747648653817413632,5642,12549
747600769478692864,543,2272
747594051852075008,1018,3576
747512671126323200,1561,5381
747461612269887489,1012,3772
747439450712596480,1855,5274
747242308580548608,2808,0
747219827526344708,1513,5120
747204161125646336,882,3276
747103485104099331,3823,9294
746906459439529985,286,2829
746872823977771008,2065,5827
746818907684614144,1685,5182
746790600704425984,1546,4740
746757706116112384,3776,9320
746726898085036033,1736,5890
746542875601690625,1826,4911
746521445350707200,954,0
746507379341139972,1052,4537
746369468511756288,1579,6033
746131877086527488,2111,6712
746056683365994496,785,3475
745789745784041472,1025,3917
745712589599014916,2243,6815
745433870967832576,2460,6889
745422732645535745,2340,8346
745314880350101504,2655,6963
745074613265149952,3363,7621
745057283344719872,2167,7047
744995568523612160,592,2888
744971049620602880,2596,7664
744709971296780288,1506,5451
744334592493166593,2026,6592
744234799360020481,75036,151866
744223424764059648,348,1611
743980027717509120,1056,4060
743895849529389061,930,3560
743835915802583040,1996,0
743609206067040256,1338,4350
743595368194129920,6300,17809
743545585370791937,909,3435
743510151680958465,3601,7719
743253157753532416,1180,4114
743222593470234624,1845,6019
743210557239623680,1314,3732
742534281772302336,3441,6867
742528092657332225,1888,4288
742465774154047488,3778,7055
742423170473463808,3605,9541
742385895052087300,1889,6602
742161199639494656,1317,4196
742150209887731712,1489,4961
741793263812808706,1451,4415
741743634094141440,2643,7934
741438259667034112,787,3587
741303864243200000,3088,8526
741099773336379392,5316,9694
741067306818797568,2975,9255
740995100998766593,2616,6156
740711788199743490,906,3305
740699697422163968,745,2765
740676976021798912,6579,17617
740373189193256964,12857,33998
740365076218183684,416,2383
740359016048689152,833,3199
740214038584557568,1895,6489
739979191639244800,5694,19366
739932936087216128,1040,3938
739844404073074688,828,3694
739623569819336705,1311,3648
739606147276148736,1592,5239
739544079319588864,20402,38261
739485634323156992,2812,6934
739238157791694849,55862,112279
738891149612572673,6,104
738885046782832640,1101,3659
738883359779196928,757,3209
738537504001953792,1475,4932
738402415918125056,789,3167
738184450748633089,1170,4202
738166403467907072,3210,8489
738156290900254721,617,2424
737826014890496000,1700,5107
737800304142471168,3332,9682
737678689543020544,1263,4877
737445876994609152,4277,9913
737322739594330112,775,3486
737310737551491075,7143,14205
736736130620620800,1656,4104
736392552031657984,7072,17119
736365877722001409,1188,3850
736225175608430592,2682,7844
736010884653420544,2860,7628
735991953473572864,1103,3474
735648611367784448,1060,3915
735635087207878657,2259,5968
735274964362878976,4826,12618
735256018284875776,844,3230
735137028879360001,935,3034
734912297295085568,508,2663
734787690684657664,6058,12136
734776360183431168,513,2422
734559631394082816,382,1448
733828123016450049,751,3465
733822306246479872,985,3554
733482008106668032,910,3029
733460102733135873,1225,4045
733109485275860992,16437,51703
732732193018155009,514,2355
732726085725589504,856,3448
732585889486888962,751,3542
732375214819057664,2408,7815
732005617171337216,5168,14380
731285275100512256,964,3387
731156023742988288,1220,3722
730924654643314689,1906,5951
730573383004487680,2051,4728
730427201120833536,1000,3375
730211855403241472,1020,3696
730196704625098752,1801,4684
729854734790754305,1077,3901
729838605770891264,366,1677
729823566028484608,1193,3842
729463711119904772,2219,5591
729113531270991872,305,1823
728986383096946689,785,3045
728760639972315136,1636,4512
728751179681943552,649,2673
728653952833728512,998,3210
728409960103686147,1915,4738
728387165835677696,923,3589
728046963732717569,1156,4154
728035342121635841,1607,4403
728015554473250816,1057,3991
727685679342333952,613,2864
727644517743104000,1674,5667
727524757080539137,1167,4323
727314416056803329,714,3221
727286334147182592,785,2954
727175381690781696,1334,3786
727155742655025152,1271,3503
726935089318363137,2333,6647
726887082820554753,1453,3705
726828223124897792,965,3449
726224900189511680,1099,4281
725842289046749185,2559,6856
725786712245440512,1322,4037
725729321944506368,1707,5036
725458796924002305,588,1369
724983749226668032,1248,3621
724771698126512129,608,2264
724405726123311104,1595,5118
724049859469295616,1711,4203
724046343203856385,537,2574
724004602748780546,1481,4057
723912936180330496,1181,3762
723688335806480385,2817,7403
723673163800948736,851,2924
723179728551723008,1787,5118
722974582966214656,1507,3961
722613351520608256,1568,4821
721503162398597120,1752,4466
721001180231503872,588,2451
720785406564900865,737,3010
720775346191278080,633,2377
720415127506415616,1442,3998
720389942216527872,2401,6148
720340705894408192,938,2765
720059472081784833,1076,3730
720043174954147842,1927,4759
719991154352222208,1673,4673
719704490224398336,1368,4392
719551379208073216,1813,4889
719367763014393856,716,2701
719339463458033665,1182,4299
719332531645071360,913,3322
718971898235854848,1037,3360
718939241951195136,1679,5076
718631497683582976,7691,18232
718613305783398402,460,2354
718540630683709445,970,2366
718460005985447936,504,2602
718454725339934721,1451,4700
718246886998687744,477,1846
718234618122661888,949,3738
717841801130979328,575,2374
717790033953034240,1056,2776
717537687239008257,1768,5592
717428917016076293,429,1565
717421804990701568,803,3055
717047459982213120,1845,6069
717009362452090881,923,3126
716802964044845056,1123,4146
716791146589110272,1514,7942
716730379797970944,411,1192
716447146686459905,5620,12616
716439118184652801,201,2304
716285507865542656,1008,2681
716080869887381504,1829,6555
715928423106027520,844,3085
715758151270801409,1373,3594
715733265223708672,1623,4512
715704790270025728,548,2685
715696743237730304,1241,3781
715680795826982913,1543,4145
715360349751484417,1503,5285
715342466308784130,662,2945
715220193576927233,623,2343
715200624753819648,1795,4975
715009755312439296,1175,4008
714982300363173890,994,3596
714962719905021952,4078,7099
714957620017307648,1353,4007
714631576617938945,951,3171
714606013974974464,884,3510
714485234495041536,1082,2573
714258258790387713,702,2935
714251586676113411,803,3170
714214115368108032,835,2203
714141408463036416,1346,4182
713919462244790272,762,3185
713909862279876608,519,1834
713900603437621249,703,2746
713761197720473600,1308,4694
713411074226274305,1252,4281
713177543487135744,2750,6977
713175907180089344,1418,4306
712809025985978368,6465,18409
712717840512598017,4765,11894
712668654853337088,1161,4037
712438159032893441,1509,5149
712309440758808576,25,230
712097430750289920,992,3645
712092745624633345,855,2846
712085617388212225,467,3167
712065007010385924,599,2179
711998809858043904,123,0
711968124745228288,2217,7774
711743778164514816,955,2749
711732680602345472,3924,8514
711694788429553666,17630,31751
711652651650457602,877,3731
711363825979756544,1086,3512
711306686208872448,709,3189
711008018775851008,588,2893
710997087345876993,1334,4424
710844581445812225,656,2456
710833117892898816,512,2600
710658690886586372,540,2237
710609963652087808,2289,4638
710588934686908417,1784,4379
710296729921429505,710,2306
710283270106132480,502,2087
710272297844797440,1201,4384
710269109699739648,1072,2316
