tweet_id,retweet_count,favourite_count
710153181850935296,860,2819
710140971284037632,848,2665
710117014656950272,1893,5283
709918798883774466,1047,3390
709901256215666688,98,645
709852847387627521,1153,3405
709566166965075968,1152,3438
709556954897764353,1030,3181
709519240576036864,226,1451
709449600415961088,545,2140
709409458133323776,652,2551
709225125749587968,546,2339
709207347839836162,5542,12076
709198395643068416,615,2374
709179584944730112,645,1946
709158332880297985,396,1963
709042156699303936,1567,4578
708853462201716736,637,1751
708845821941387268,858,2882
708834316713893888,481,1631
708810915978854401,6644,15934
708738143638450176,781,2672
708711088997666817,690,2449
708479650088034305,651,2462
708469915515297792,783,3008
708400866336894977,9671,15425
708356463048204288,1263,3465
708349470027751425,710,2279
708149363256774660,1500,4158
708130923141795840,824,3273
708119489313951744,942,2603
708109389455101952,534,1891
708026248782585858,1850,4259
707995814724026368,1084,3023
707983188426153984,2,48
707969809498152960,924,2602
707776935007539200,921,3173
707741517457260545,588,2414
707738799544082433,2368,3954
707693576495472641,954,3288
707629649552134146,833,2488
707610948723478529,6097,16430
707420581654872064,667,2183
707411934438625280,576,2228
707387676719185920,1229,3385
707377100785885184,1045,3174
707315916783140866,612,2399
707297311098011648,753,2701
707059547140169728,650,2514
707038192327901184,757,2117
707021089608753152,1301,3957
707014260413456384,576,2245
706904523814649856,7560,14110
706901761596989440,562,1985
706681918348251136,942,3197
706644897839910912,1053,2493
706593038911545345,608,2088
706538006853918722,1380,3365
706516534877929472,991,3024
706346369204748288,892,3346
706310011488698368,7603,20601
706291001778950144,461,1654
706265994973601792,899,2652
706169069255446529,2130,3779
706166467411222528,1542,4983
706153300320784384,369,1436
705975130514706432,704,3004
705970349788291072,858,3080
705898680587526145,530,2298
705786532653883392,496,1872
705591895322394625,1104,3073
705475953783398401,877,2875
705442520700944385,1554,4271
705428427625635840,1608,3683
705239209544720384,727,2903
705223444686888960,771,2515
705102439679201280,499,2073
705066031337840642,595,2124
704871453724954624,1088,4150
704859558691414016,512,2179
704847917308362754,1462,4909
704819833553219584,945,2561
704761120771465216,2808,6435
704499785726889984,969,2819
704491224099647488,75,727
704480331685040129,1032,3294
704364645503647744,3420,7722
704347321748819968,336,1528
704134088924532736,439,1461
704113298707505153,552,1797
704054845121142784,886,2832
703774238772166656,437,1787
703769065844768768,1097,3166
703631701117943808,650,2491
703611486317502464,1476,3715
703425003149250560,1308,3689
703407252292673536,667,2362
703382836347330562,1104,3396
703356393781329922,372,1854
703268521220972544,522,1921
703079050210877440,2969,7175
703041949650034688,11994,25494
702932127499816960,693,2507
702899151802126337,434,1559
702684942141153280,1026,3127
702671118226825216,541,2124
702598099714314240,3314,11857
702539513671897089,922,2791
702332542343577600,1493,3079
702321140488925184,1008,3175
702276748847800320,742,2394
702217446468493312,1297,4636
701981390485725185,946,3330
701952816642965504,990,3730
701889187134500865,1339,3438
701805642395348998,1608,3310
701601587219795968,435,2033
701570477911896070,896,2725
701545186879471618,585,2581
701214700881756160,4896,11816
700890391244103680,548,2148
700864154249383937,601,2517
700847567345688576,481,2381
700796979434098688,902,2360
700747788515020802,8935,22106
700518061187723268,765,2533
700505138482569216,547,2221
700462010979500032,1713,3989
700167517596164096,705,2557
700151421916807169,642,2175
700143752053182464,2606,7292
700062718104104960,659,2567
700029284593901568,566,2015
700002074055016451,1293,3204
699801817392291840,915,2949
699788877217865730,493,2165
699779630832685056,1192,2648
699775878809702401,581,1898
699691744225525762,4428,9985
699446877801091073,2525,5774
699434518667751424,492,2107
699423671849451520,308,1317
699413908797464576,603,2026
699370870310113280,419,1837
699323444782047232,831,3061
699088579889332224,604,2182
699079609774645248,622,2375
699072405256409088,1143,2882
699060279947165696,1729,3627
699036661657767936,1158,2530
698989035503689728,937,3238
698953797952008193,881,2600
698907974262222848,600,2463
698710712454139905,653,2390
698703483621523456,360,1410
698635131305795584,331,1257
698549713696649216,600,2249
698355670425473025,430,1794
698342080612007937,928,2203
698262614669991936,1923,4630
698195409219559425,5751,16258
698178924120031232,716,2733
697995514407682048,324,1477
697990423684476929,1241,3184
697943111201378304,649,2321
697881462549430272,1121,2926
697630435728322560,525,1693
697616773278015490,976,3051
697596423848730625,1220,2918
697575480820686848,483,1984
697516214579523584,1069,1987
697482927769255936,642,2337
697463031882764288,1354,3322
697270446429966336,1815,4572
697259378236399616,971,3195
697255105972801536,1112,2972
697242256848379904,643,2449
696900204696625153,987,3073
696894894812565505,660,2267
696886256886657024,1729,4700
696877980375769088,687,2373
696754882863349760,349,1437
696744641916489729,897,2011
696713835009417216,624,2305
696518437233913856,1655,3793
696490539101908992,138,1181
696488710901260288,987,2440
696405997980676096,1115,3102
696100768806522880,629,1873
695816827381944320,1109,2921
695794761660297217,744,3063
695767669421768709,710,1803
695629776980148225,2013,4427
695446424020918272,1751,4269
695409464418041856,3456,8415
695314793360662529,1396,3514
695095422348574720,591,2562
695074328191332352,1057,2756
695064344191721472,568,1549
695051054296211456,765,2576
694925794720792577,883,2617
694905863685980160,904,2661
694669722378485760,13829,34739
694356675654983680,276,1458
694352839993344000,590,1974
694342028726001664,470,1538
694329668942569472,486,1936
694206574471057408,1963,4030
694183373896572928,894,2857
694001791655137281,986,3303
693993230313091072,388,1820
693942351086120961,353,1696
693647888581312512,564,2605
693644216740769793,118,1312
693642232151285760,398,2467
693629975228977152,767,2369
693622659251335168,359,1489
693590843962331137,1878,4890
693582294167244802,236,1597
693486665285931008,609,1715
693280720173801472,1197,3249
693267061318012928,783,2308
693262851218264065,479,2143
693231807727280129,717,2786
693155686491000832,3094,7654
693109034023534592,588,1657
693095443459342336,438,1806
692919143163629568,729,2600
692905862751522816,845,2351
692901601640583168,580,1709
692894228850999298,763,2194
692828166163931137,859,2784
692752401762250755,3514,6603
692568918515392513,1476,4226
692535307825213440,1308,3056
692530551048294401,398,1777
692423280028966913,219,1430
692417313023332352,3339,9085
692187005137076224,784,2458
692158366030913536,761,2084
692142790915014657,376,1595
692041934689402880,1220,3294
692017291282812928,920,2802
691820333922455552,1594,3848
691793053716221953,4083,7902
691756958957883396,958,2754
691675652215414786,493,1897
691483041324204033,539,2320
691459709405118465,1095,3922
691444869282295808,812,2557
691416866452082688,7351,18762
691321916024623104,637,2502
691096613310316544,851,2874
691090071332753408,322,1672
690989312272396288,2768,5726
690959652130045952,1202,3464
690938899477221376,1877,3969
690932576555528194,979,3191
690735892932222976,1221,3670
690728923253055490,498,2112
690690673629138944,793,2254
690649993829576704,263,1260
690607260360429569,16,291
690597161306841088,582,1891
690400367696297985,433,1827
690374419777196032,812,3153
690360449368465409,846,2583
690348396616552449,494,1459
690248561355657216,399,1632
690021994562220032,987,2711
690015576308211712,709,2411
690005060500217858,1621,3550
689999384604450816,354,1371
689993469801164801,430,1413
689977555533848577,433,1329
689905486972461056,671,2378
689877686181715968,1118,2951
689835978131935233,723,2104
689661964914655233,900,3132
689659372465688576,3706,10050
689623661272240129,620,2163
689599056876867584,5301,11304
689557536375177216,439,1992
689517482558820352,1380,3297
689289219123089408,899,2188
689283819090870273,1060,3161
689280876073582592,682,1922
689275259254616065,235,1111
689255633275777024,1043,2483
689154315265683456,954,2995
689143371370250240,487,1960
688916208532455424,830,2631
688908934925697024,738,2046
688898160958271489,753,2030
688894073864884227,659,2175
688828561667567616,352,1341
688804835492233216,183,936
688789766343622656,638,2153
688547210804498433,673,2516
688519176466644993,702,2249
688385280030670848,4307,8991
688211956440801280,797,2175
688179443353796608,564,2071
688116655151435777,745,2743
688064179421470721,348,1681
687841446767013888,2413,5304
687826841265172480,1082,2669
687818504314159109,920,2407
687807801670897665,691,2309
687732144991551489,641,1706
687704180304273409,812,2363
687664829264453632,490,1882
687494652870668288,556,1841
687480748861947905,230,1560
687476254459715584,514,1923
687460506001633280,526,2003
687399393394311168,597,1836
687317306314240000,8842,19525
687312378585812992,1832,4234
687127927494963200,2190,5266
687124485711986689,489,2115
687109925361856513,2368,5629
687102708889812993,935,2278
687096057537363968,585,2171
686947101016735744,3076,8381
686760001961103360,1335,3413
686749460672679938,1399,3374
686730991906516992,1156,4014
686683045143953408,774,2744
686618349602762752,1311,3583
686606069955735556,525,1829
686394059078897668,667,1689
686386521809772549,852,3163
686377065986265092,548,2142
686358356425093120,639,2112
686286779679375361,1608,3890
686050296934563840,700,2154
686035780142297088,112,1112
686034024800862208,1100,2980
686007916130873345,397,2411
686003207160610816,598,1775
685973236358713344,503,2035
685943807276412928,570,1579
685906723014619143,2756,7259
685681090388975616,118,1976
685667379192414208,544,2287
685663452032069632,1399,3129
685641971164143616,748,2835
685547936038666240,14992,31886
685532292383666176,1109,2931
685325112850124800,3816,9141
685321586178670592,604,2562
685315239903100929,1004,3186
685307451701334016,421,2014
685268753634967552,1157,3003
685198997565345792,645,2261
685169283572338688,1382,3983
684969860808454144,355,2321
684959798585110529,3016,6604
684940049151070208,1000,3107
684926975086034944,446,3380
684914660081053696,1398,3389
684902183876321280,506,1804
684880619965411328,776,2022
684830982659280897,20866,33933
684800227459624960,965,2641
684594889858887680,3373,8615
684588130326986752,1359,3984
684567543613382656,1165,2913
684538444857667585,912,2570
684481074559381504,1128,3759
684460069371654144,539,1914
684241637099323392,3143,7856
684225744407494656,197,1199
684222868335505415,1308,3714
684200372118904832,1001,2088
684195085588783105,488,1844
684188786104872960,1122,3387
684177701129875456,634,1956
684147889187209216,1464,2908
684122891630342144,451,1946
684097758874210310,1383,3980
683857920510050305,1077,3685
683852578183077888,332,1882
683849932751646720,915,2533
683834909291606017,1076,2546
683828599284170753,1017,2705
683773439333797890,1296,3240
683742671509258241,3184,6260
683515932363329536,2778,7096
683498322573824003,932,3069
683481228088049664,965,2586
683462770029932544,646,2350
683449695444799489,1552,3757
683391852557561860,2309,7401
683357973142474752,879,2798
683142553609318400,1001,2777
683111407806746624,876,3299
683098815881154561,630,2101
683078886620553216,545,1934
683030066213818368,717,2100
682962037429899265,15783,35558
682808988178739200,161,1724
682788441537560576,1067,2397
682750546109968385,419,1473
682697186228989953,349,1272
682662431982772225,1036,2953
682638830361513985,567,2002
682429480204398592,1108,3326
682406705142087680,1687,7324
682393905736888321,639,2165
682389078323662849,449,1611
682303737705140231,938,2959
682259524040966145,1146,4001
682242692827447297,1103,3126
682088079302213632,9464,17626
682059653698686977,1605,4773
682047327939461121,900,3090
682032003584274432,1908,6368
682003177596559360,1453,3018
681981167097122816,996,2720
681891461017812993,782,2391
681694085539872773,3899,12392
681679526984871937,423,1705
681654059175129088,876,2547
681610798867845120,446,1836
681579835668455424,1251,3428
681523177663676416,5521,13806
681340665377193984,264,1592
681339448655802368,3929,9005
681320187870711809,709,2554
681302363064414209,1742,3796
681297372102656000,911,3106
681281657291280384,1055,3130
681261549936340994,256,1409
681242418453299201,507,1435
681231109724700672,465,2331
681193455364796417,1416,3569
680970795137544192,627,2336
680959110691590145,1927,4439
680940246314430465,999,3077
680934982542561280,417,2016
680913438424612864,592,2329
680889648562991104,353,1700
680836378243002368,1264,3338
680805554198020098,640,2076
680801747103793152,786,2296
680798457301471234,992,2751
680609293079592961,668,2535
680583894916304897,1274,3502
